order_id,product_id,order_date,ship_date,delivery_days,order_year,order_month
MX-2014-CM1271582-41885,TEC-AC-5201,2014-03-09,2014-05-09,2,2014,9
SA-2015-MC7575110-42326,OFF-ST-6033,2015-11-18,2015-11-21,3,2015,11
MX-2015-AP1091593-42052,TEC-AC-5202,2015-02-17,2015-02-18,1,2015,2
IN-2012-CC124307-40969,FUR-BO-4846,2012-01-03,2012-06-03,5,2012,3
IN-2015-GD145907-42151,TEC-CO-6009,2015-05-27,2015-05-31,4,2015,5
ID-2015-RR193157-42307,FUR-BO-4863,2015-10-30,2015-04-11,5,2015,10
US-2012-TH2110054-41247,FUR-CH-5774,2012-04-12,2012-08-12,4,2012,12
MX-2015-TC2098098-42067,TEC-CO-6008,2015-04-03,2015-06-03,2,2015,3
IT-2015-AJ10795120-42111,TEC-PH-5846,2015-04-17,2015-04-21,4,2015,4
ES-2012-JG1511564-41213,FUR-BO-3900,2012-10-31,2012-05-11,5,2012,10
ES-2014-PJ1883564-41693,OFF-EN-3676,2014-02-23,2014-02-26,3,2014,2
US-2015-RD1958555-42228,OFF-ST-5703,2015-12-08,2015-12-08,0,2015,8
MX-2013-MB1730582-41410,FUR-BO-3891,2013-05-16,2013-05-21,5,2013,5
ES-2013-EB13840139-41487,TEC-CO-3706,2013-01-08,2013-06-08,5,2013,8
ID-2015-MG178757-42166,TEC-MA-5572,2015-11-06,2015-06-17,6,2015,6
MX-2015-RW1963018-42292,OFF-ST-5693,2015-10-15,2015-10-19,4,2015,10
IT-2014-MP1796545-41957,OFF-PA-6613,2014-11-14,2014-11-16,2,2014,11
IN-2013-JD1579027-41355,TEC-CO-4575,2013-03-22,2013-03-29,7,2013,3
MX-2013-TG2131036-41430,FUR-CH-5414,2013-05-06,2013-07-06,2,2013,6
MX-2014-BT1130518-41705,TEC-PH-3132,2014-07-03,2014-11-03,4,2014,3
ES-2015-PB1921045-42361,FUR-BO-3905,2015-12-23,2015-12-23,0,2015,12
CA-2014-BE11455140-41766,OFF-PA-6507,2014-07-05,2014-11-05,4,2014,5
US-2014-BE11455140-41766,OFF-AP-3363,2014-07-05,2014-09-05,2,2014,5
ID-2012-AF10870102-40997,FUR-CH-5773,2012-03-29,2012-02-04,4,2012,3
US-2012-DK1289598-41166,OFF-AP-4961,2012-09-14,2012-09-19,5,2012,9
MX-2013-BH1171082-41585,TEC-CO-4587,2013-07-11,2013-08-11,1,2013,11
ES-2014-CB1253548-41965,OFF-ST-5712,2014-11-22,2014-11-29,7,2014,11
CA-2013-BE11455140-41531,OFF-BI-6401,2013-09-14,2013-09-18,4,2013,9
IN-2015-PL189257-42152,TEC-AC-5896,2015-05-28,2015-03-06,6,2015,5
ID-2012-PS18970118-40967,FUR-FU-3067,2012-02-28,2012-02-03,3,2012,2
IN-2015-Co1264027-42280,FUR-CH-5454,2015-03-10,2015-09-10,6,2015,10
CA-2014-BE11455140-41766,FUR-FU-3920,2014-07-05,2014-11-05,4,2014,5
ES-2015-ZC2191045-42228,FUR-BO-5777,2015-12-08,2015-08-16,4,2015,8
IN-2015-DB1366011-42145,OFF-ST-6248,2015-05-21,2015-05-26,5,2015,5
CG-2012-NF838533-41256,TEC-MA-5517,2012-12-13,2012-12-18,5,2012,12
CA-2013-BE11455140-41488,OFF-PA-4881,2013-02-08,2013-05-08,3,2013,8
IT-2014-KC1667548-41882,OFF-ST-5701,2014-08-31,2014-03-09,3,2014,8
US-2015-BE11455140-42115,OFF-BI-6387,2015-04-21,2015-04-22,1,2015,4
MO-2014-FM421586-41901,TEC-PH-3135,2014-09-19,2014-09-25,6,2014,9
MX-2015-KC1625555-42308,OFF-ST-6048,2015-10-31,2015-10-31,0,2015,10
MX-2015-PW1924036-42174,TEC-PH-5814,2015-06-19,2015-06-25,6,2015,6
CA-2014-BE11455140-41766,OFF-FA-3076,2014-07-05,2014-11-05,4,2014,5
IT-2015-MF1825045-42097,TEC-PH-5338,2015-03-04,2015-09-04,6,2015,4
EG-2013-LC693038-41559,FUR-BO-5763,2013-12-10,2013-10-14,2,2013,10
IN-2014-LS172307-41691,TEC-MA-5542,2014-02-21,2014-02-27,6,2014,2
IN-2012-AW1084097-41228,FUR-BO-4864,2012-11-15,2012-11-18,3,2012,11
CA-2012-BN11470140-41163,OFF-AP-4239,2012-11-09,2012-09-16,5,2012,9
IN-2015-EG139007-42110,TEC-MA-5017,2015-04-16,2015-04-21,5,2015,4
IN-2014-LS172307-41881,FUR-CH-5441,2014-08-30,2014-04-09,5,2014,8
ES-2014-PN1877545-41713,FUR-CH-4523,2014-03-15,2014-03-19,4,2014,3
IN-2012-AH1069058-41177,FUR-BO-5771,2012-09-25,2012-09-29,4,2012,9
IN-2014-JF154907-41669,TEC-PH-5824,2014-01-30,2014-04-02,5,2014,1
ES-2014-SD2048545-41749,TEC-MA-6140,2014-04-20,2014-04-20,0,2014,4
MX-2015-OT1873031-42164,FUR-CH-5758,2015-09-06,2015-12-06,3,2015,6
IN-2014-BF110807-41976,TEC-CO-3704,2014-03-12,2014-06-12,3,2014,12
CA-2015-BN11470140-42078,TEC-PH-5975,2015-03-15,2015-03-18,3,2015,3
US-2015-BN11470140-42345,OFF-FA-6129,2015-07-12,2015-09-12,2,2015,12
CA-2013-BN11470140-41380,OFF-FA-6129,2013-04-16,2013-04-21,5,2013,4
IN-2013-EM1396027-41499,OFF-ST-4095,2013-08-13,2013-08-17,4,2013,8
ID-2013-JE1574559-41611,FUR-CH-5396,2013-03-12,2013-09-12,6,2013,12
ID-2015-LH1702097-42171,TEC-CO-4570,2015-06-16,2015-06-19,3,2015,6
IN-2014-GW146057-41833,OFF-ST-4294,2014-07-13,2014-07-13,0,2014,7
CA-2012-BN11470140-41163,OFF-PA-6584,2012-11-09,2012-09-16,5,2012,9
IN-2013-LP17095102-41436,TEC-CO-5990,2013-11-06,2013-06-14,3,2013,6
CA-2012-BN11470140-41163,TEC-AC-5856,2012-11-09,2012-09-16,5,2012,9
MX-2015-NP1870028-42176,OFF-PA-5886,2015-06-21,2015-06-21,0,2015,6
CA-2013-BT11485140-41635,OFF-AP-4933,2013-12-27,2013-12-31,4,2013,12
MX-2014-RD1948093-41695,OFF-AP-3872,2014-02-25,2014-01-03,4,2014,2
CA-2014-BT11485140-41710,FUR-FU-3910,2014-12-03,2014-12-03,0,2014,3
IN-2013-NP18685102-41509,FUR-TA-3772,2013-08-23,2013-08-26,3,2013,8
CA-2013-BT11485140-41635,OFF-PA-6506,2013-12-27,2013-12-31,4,2013,12
IT-2012-RB1933048-41213,OFF-ST-4269,2012-10-31,2012-05-11,5,2012,10
IN-2014-BD11635144-42004,TEC-MA-6138,2014-12-31,2015-04-01,4,2014,12
IN-2014-LB1679558-41893,FUR-FU-3941,2014-11-09,2014-09-16,5,2014,9
ES-2015-AB1006096-42143,OFF-BI-6382,2015-05-19,2015-05-22,3,2015,5
ES-2015-SN20560120-42298,FUR-CH-5456,2015-10-21,2015-10-26,5,2015,10
ES-2014-AB10165139-41888,TEC-AC-3388,2014-06-09,2014-10-09,4,2014,9
AG-2014-RB96453-41894,FUR-BO-5955,2014-12-09,2014-09-14,2,2014,9
AU-2012-LR70358-40995,TEC-PH-5359,2012-03-27,2012-01-04,5,2012,3
US-2015-BD11500140-42031,TEC-PH-5817,2015-01-27,2015-01-02,5,2015,1
ES-2015-MM1726048-42034,TEC-CO-6006,2015-01-30,2015-01-30,0,2015,1
IN-2015-JS1559527-42211,FUR-CH-5368,2015-07-26,2015-07-28,2,2015,7
IN-2015-LS1724592-42105,OFF-ST-4269,2015-11-04,2015-04-13,2,2015,4
US-2015-DH1307536-42277,FUR-BO-3891,2015-09-30,2015-02-10,2,2015,9
ID-2015-DK13090102-42026,FUR-CH-4530,2015-01-22,2015-01-26,4,2015,1
CA-2012-BD11500140-40941,TEC-AC-4141,2012-02-02,2012-04-02,2,2012,2
IN-2015-JK1532558-42235,OFF-BI-4818,2015-08-19,2015-08-19,0,2015,8
ZA-2014-MV7485146-41899,FUR-BO-5969,2014-09-17,2014-09-22,5,2014,9
IN-2014-DK1309058-41954,TEC-PH-3786,2014-11-11,2014-11-15,4,2014,11
IN-2013-ML1826558-41432,FUR-BO-5973,2013-07-06,2013-11-06,4,2013,6
ID-2014-CP1234097-41964,FUR-BO-3897,2014-11-21,2014-11-25,4,2014,11
UP-2013-PJ9015137-41353,FUR-TA-3352,2013-03-20,2013-03-23,3,2013,3
IN-2014-SV2081558-41968,FUR-CH-5453,2014-11-25,2014-11-27,2,2014,11
IN-2014-AD1018027-41901,FUR-CH-4654,2014-09-19,2014-09-21,2,2014,9
IN-2014-AH104657-41773,OFF-AP-4733,2014-05-14,2014-05-19,5,2014,5
MO-2014-CC268586-41921,FUR-CH-5808,2014-09-10,2014-10-14,5,2014,10
ES-2012-JP15460125-40949,FUR-BO-5967,2012-10-02,2012-02-14,4,2012,2
ES-2014-NB1858045-41731,OFF-AP-3869,2014-02-04,2014-07-04,5,2014,4
IN-2013-RB1936058-41405,FUR-CH-5397,2013-11-05,2013-05-16,5,2013,5
MX-2015-CM1193518-42333,TEC-PH-5846,2015-11-25,2015-11-28,3,2015,11
ES-2015-MS17530139-42166,TEC-CO-6009,2015-11-06,2015-06-16,5,2015,6
CA-2013-BD11500140-41631,OFF-AP-3400,2013-12-23,2013-12-26,3,2013,12
MX-2015-DW1358531-42287,TEC-PH-5337,2015-10-10,2015-10-15,5,2015,10
MX-2014-MB1808582-41805,TEC-CO-3687,2014-06-15,2014-06-19,4,2014,6
US-2015-BD11500140-42334,FUR-BO-5964,2015-11-26,2015-11-30,4,2015,11
IN-2012-GA14515102-41153,FUR-CH-5801,2012-01-09,2012-07-09,6,2012,9
ES-2013-JP1613545-41450,FUR-CH-5408,2013-06-25,2013-06-29,4,2013,6
US-2012-BD11500140-41195,OFF-PA-6507,2012-10-13,2012-10-19,6,2012,10
SU-2015-BW1200122-42236,OFF-AP-4968,2015-08-20,2015-08-26,6,2015,8
IR-2013-IM505560-41298,FUR-CH-4681,2013-01-24,2013-01-27,3,2013,1
ES-2013-MP1817545-41524,TEC-AC-3405,2013-07-09,2013-11-09,4,2013,9
GG-2015-DV346547-42356,TEC-MA-5574,2015-12-18,2015-12-23,5,2015,12
MX-2014-JK1564082-41832,FUR-BO-3634,2014-12-07,2014-07-14,2,2014,7
IN-2013-MK17905144-41551,OFF-SU-4325,2013-04-10,2013-07-10,3,2013,10
IN-2013-CA127757-41566,FUR-BO-4848,2013-10-19,2013-10-24,5,2013,10
IZ-2014-MV819061-41697,OFF-AR-3447,2014-02-27,2014-02-28,1,2014,2
IN-2013-AA1064559-41587,TEC-MA-6146,2013-09-11,2013-11-11,2,2013,11
US-2015-BD11500140-42031,FUR-FU-3157,2015-01-27,2015-01-02,5,2015,1
MX-2014-JF1549082-41762,TEC-PH-5339,2014-03-05,2014-03-05,0,2014,5
CA-2013-BD11500140-41533,OFF-FA-6129,2013-09-16,2013-09-21,5,2013,9
MX-2014-ML1826555-41823,FUR-CH-5452,2014-03-07,2014-05-07,2,2014,7
IT-2014-AM10705125-41892,OFF-ST-6031,2014-10-09,2014-09-15,5,2014,9
US-2015-BD11500140-42334,OFF-ST-6157,2015-11-26,2015-11-30,4,2015,11
GG-2013-SG1047047-41405,TEC-CO-4593,2013-11-05,2013-05-13,2,2013,5
IN-2014-HJ1487527-41893,TEC-AC-5206,2014-11-09,2014-09-14,3,2014,9
IN-2013-TC211457-41571,TEC-PH-5359,2013-10-24,2013-10-28,4,2013,10
MX-2015-GZ1454582-42264,FUR-BO-3617,2015-09-17,2015-09-21,4,2015,9
ES-2014-NP1867048-41721,FUR-BO-5951,2014-03-23,2014-03-29,6,2014,3
US-2012-DW1348055-41000,OFF-AP-4964,2012-01-04,2012-05-04,4,2012,4
PL-2015-CC2610103-42025,TEC-MA-5012,2015-01-21,2015-01-23,2,2015,1
ES-2014-PO18850120-41793,FUR-FU-4084,2014-03-06,2014-06-06,3,2014,6
IT-2015-JJ1576062-42367,TEC-CO-6004,2015-12-29,2016-02-01,4,2015,12
UP-2013-SL10155137-41341,TEC-MA-4194,2013-08-03,2013-08-03,0,2013,3
MX-2014-VM2168582-41705,TEC-AC-3389,2014-07-03,2014-12-03,5,2014,3
MX-2014-CM1223528-41782,TEC-CO-4588,2014-05-23,2014-05-25,2,2014,5
US-2012-BD11500140-41195,OFF-PA-6455,2012-10-13,2012-10-19,6,2012,10
ES-2015-TB2125048-42315,OFF-AR-3457,2015-07-11,2015-12-11,5,2015,11
MX-2012-PS1904551-41258,OFF-AP-4965,2012-12-15,2012-12-21,6,2012,12
ES-2012-TB2125045-41145,FUR-BO-3896,2012-08-24,2012-08-28,4,2012,8
IN-2012-SB2017027-41153,OFF-ST-4097,2012-01-09,2012-02-09,1,2012,9
IN-2015-CS1217511-42238,FUR-BO-3624,2015-08-22,2015-08-24,2,2015,8
IT-2012-GD1459091-40988,TEC-MA-6141,2012-03-20,2012-03-26,6,2012,3
IN-2014-AH1069027-41979,TEC-MA-5576,2014-06-12,2014-07-12,1,2014,12
IN-2014-CS118451-41657,FUR-TA-3758,2014-01-18,2014-01-20,2,2014,1
IN-2015-JB1592511-42063,FUR-CH-5412,2015-02-28,2015-05-03,5,2015,2
IR-2014-CS246060-41993,FUR-CH-5774,2014-12-20,2014-12-27,7,2014,12
IT-2014-CM12235120-41729,OFF-ST-4078,2014-03-31,2014-05-04,5,2014,3
IN-2012-PS1904527-41014,FUR-FU-4067,2012-04-15,2012-04-16,1,2012,4
US-2012-BD11500140-41195,OFF-BI-5640,2012-10-13,2012-10-19,6,2012,10
IN-2014-NB1865527-41858,FUR-CH-5808,2014-07-08,2014-07-08,0,2014,8
CA-2014-BN11515140-41779,OFF-AP-3400,2014-05-20,2014-05-25,5,2014,5
IN-2015-LF1718558-42320,TEC-MA-5503,2015-12-11,2015-11-16,4,2015,11
ES-2012-SR204258-40922,TEC-PH-3135,2012-01-14,2012-01-19,5,2012,1
ID-2013-BN11470130-41633,TEC-AC-4166,2013-12-25,2013-12-28,3,2013,12
PL-2012-JD5790103-41249,OFF-ST-4260,2012-06-12,2012-07-12,1,2012,12
IN-2013-ML1741027-41275,TEC-MA-4198,2013-01-01,2013-05-01,4,2013,1
ES-2012-Co12640139-41147,TEC-AC-5134,2012-08-26,2012-01-09,6,2012,8
IN-2015-TS2134066-42236,TEC-CO-5993,2015-08-20,2015-08-23,3,2015,8
ID-2013-EB1387059-41451,TEC-AC-5896,2013-06-26,2013-06-30,4,2013,6
SF-2014-LT6765117-41755,TEC-PH-5841,2014-04-26,2014-04-28,2,2014,4
EZ-2015-BD156032-42279,FUR-FU-3941,2015-02-10,2015-06-10,4,2015,10
MX-2014-ON1871539-41823,FUR-BO-5954,2014-03-07,2014-06-07,3,2014,7
IN-2015-JW1607558-42013,TEC-CO-3697,2015-09-01,2015-12-01,3,2015,1
ID-2014-KH163607-41950,FUR-FU-3030,2014-07-11,2014-10-11,3,2014,11
CA-2012-BN11515140-41168,OFF-BI-4358,2012-09-16,2012-09-20,4,2012,9
MX-2014-JK1564036-41649,TEC-CO-4578,2014-10-01,2014-01-14,4,2014,1
MZ-2012-CS250587-41020,FUR-BO-4862,2012-04-21,2012-04-26,5,2012,4
IN-2015-DK1309027-42350,OFF-ST-4095,2015-12-12,2015-12-14,2,2015,12
IN-2013-FC1424578-41471,OFF-ST-4257,2013-07-16,2013-07-22,6,2013,7
CA-2014-BN11515140-41779,OFF-ST-5784,2014-05-20,2014-05-25,5,2014,5
SA-2015-JL5235110-42271,FUR-BO-3904,2015-09-24,2015-09-26,2,2015,9
ES-2015-PW19030139-42076,TEC-CO-3687,2015-03-13,2015-03-13,0,2015,3
IN-2013-MK1790588-41544,TEC-PH-5814,2013-09-27,2013-01-10,4,2013,9
ES-2013-NB18655120-41282,TEC-CO-3684,2013-08-01,2013-12-01,4,2013,1
MX-2014-DP1339018-41995,TEC-PH-3129,2014-12-22,2014-12-26,4,2014,12
CA-2012-BN11515140-41168,OFF-ST-4089,2012-09-16,2012-09-20,4,2012,9
MX-2015-LB1679539-42244,FUR-CH-5438,2015-08-28,2015-08-31,3,2015,8
IT-2015-AG1033048-42059,TEC-PH-5246,2015-02-24,2015-01-03,5,2015,2
ID-2014-AR1034559-41860,FUR-CH-4558,2014-09-08,2014-12-08,3,2014,8
ES-2015-JJ1576045-42040,FUR-CH-5409,2015-05-02,2015-07-02,2,2015,2
IN-2014-TP2141558-41641,TEC-PH-5360,2014-02-01,2014-05-01,3,2014,1
ID-2015-BE114557-42242,FUR-CH-5793,2015-08-26,2015-08-28,2,2015,8
IN-2015-JK1609027-42007,TEC-PH-5247,2015-03-01,2015-07-01,4,2015,1
ID-2012-RP19270118-40999,FUR-BO-4844,2012-03-31,2012-04-04,4,2012,3
MX-2012-SZ2003593-41170,FUR-BO-5940,2012-09-18,2012-09-24,6,2012,9
KE-2015-JH598569-42317,TEC-MA-5515,2015-09-11,2015-11-13,4,2015,11
MX-2014-KD1661531-41873,FUR-CH-5452,2014-08-22,2014-08-24,2,2014,8
MX-2015-EG1390082-42333,OFF-BI-6385,2015-11-25,2015-11-25,0,2015,11
MX-2015-BW1106518-42252,FUR-CH-5394,2015-05-09,2015-09-09,4,2015,9
ES-2012-HF1499548-41245,TEC-MA-5576,2012-02-12,2012-05-12,3,2012,12
RS-2015-EM4200108-42218,TEC-CO-5995,2015-02-08,2015-05-08,3,2015,8
MX-2014-RD1981028-41987,TEC-CO-3682,2014-12-14,2014-12-18,4,2014,12
ID-2015-EM139607-42367,FUR-CH-4547,2015-12-29,2016-04-01,6,2015,12
MX-2013-MV1819051-41619,FUR-CH-5396,2013-11-12,2013-12-13,2,2013,12
ES-2012-JM15580139-40941,TEC-PH-3791,2012-02-02,2012-04-02,2,2012,2
IN-2015-JK1562559-42026,OFF-AP-4512,2015-01-22,2015-01-22,0,2015,1
TZ-2015-JL5835129-42056,FUR-BO-3618,2015-02-21,2015-02-26,5,2015,2
UP-2015-MF8250137-42277,TEC-CO-4575,2015-09-30,2015-02-10,2,2015,9
BU-2014-VT1170019-41796,OFF-ST-4057,2014-06-06,2014-10-06,4,2014,6
MX-2015-JB1592582-42340,OFF-AP-4949,2015-02-12,2015-06-12,4,2015,12
CA-2015-BN11515140-42249,FUR-FU-5982,2015-02-09,2015-06-09,4,2015,9
ES-2015-MV174858-42166,OFF-AP-4490,2015-11-06,2015-11-06,0,2015,6
CA-2012-BN11515140-40984,OFF-AP-3504,2012-03-16,2012-03-23,7,2012,3
ES-2012-EB1370545-41095,TEC-PH-3129,2012-05-07,2012-12-07,7,2012,7
IZ-2015-SL1015561-42203,OFF-AR-3526,2015-07-18,2015-07-22,4,2015,7
PL-2013-MC7845103-41598,TEC-MA-5008,2013-11-20,2013-11-20,0,2013,11
MZ-2012-TS1161087-41046,OFF-ST-6046,2012-05-17,2012-05-21,4,2012,5
UP-2014-KH6690137-41892,TEC-CO-3609,2014-10-09,2014-09-17,7,2014,9
IN-2012-YC2189558-41272,FUR-BO-5954,2012-12-29,2013-05-01,7,2012,12
CA-2012-BN11515140-40984,OFF-BI-6368,2012-03-16,2012-03-23,7,2012,3
RS-2015-VS11820108-42178,TEC-MA-5517,2015-06-23,2015-06-27,4,2015,6
MX-2014-KH1651018-41721,FUR-CH-4523,2014-03-23,2014-03-28,5,2014,3
MX-2013-VG2179082-41502,TEC-AC-3390,2013-08-16,2013-08-21,5,2013,8
MX-2014-RA1928531-41984,FUR-CH-4530,2014-11-12,2014-12-15,4,2014,12
US-2015-AB1006098-42327,FUR-CH-5378,2015-11-19,2015-11-19,0,2015,11
CA-2012-BN11515140-40984,OFF-PA-5190,2012-03-16,2012-03-23,7,2012,3
MX-2013-DA1345082-41401,TEC-CO-4573,2013-07-05,2013-12-05,5,2013,5
IN-2012-TH215507-41109,OFF-ST-6059,2012-07-19,2012-07-21,2,2012,7
ES-2014-BO1142545-41927,OFF-ST-5692,2014-10-15,2014-10-19,4,2014,10
PU-2015-NF847553-42326,TEC-PH-5839,2015-11-18,2015-11-22,4,2015,11
SF-2014-RD9810117-41702,FUR-CH-5451,2014-04-03,2014-10-03,6,2014,3
MX-2012-EB1417093-41110,FUR-BO-4864,2012-07-20,2012-07-25,5,2012,7
ES-2013-AJ1096048-41545,FUR-BO-3904,2013-09-28,2013-02-10,4,2013,9
CA-2012-BN11515140-40984,OFF-BI-3303,2012-03-16,2012-03-23,7,2012,3
IT-2013-LD16855125-41552,OFF-AR-5904,2013-05-10,2013-12-10,7,2013,10
ES-2014-SC20230139-41884,TEC-CO-3694,2014-02-09,2014-09-09,7,2014,9
ID-2012-VM21685118-41206,FUR-BO-3639,2012-10-24,2012-10-28,4,2012,10
MX-2013-BF1121531-41537,FUR-CH-5773,2013-09-20,2013-09-25,5,2013,9
ES-2015-PW1903045-42320,OFF-BI-3255,2015-12-11,2015-11-18,6,2015,11
ID-2015-GH144107-42308,FUR-BO-3640,2015-10-31,2015-04-11,4,2015,10
MX-2012-VG2180531-41214,FUR-BO-5769,2012-01-11,2012-07-11,6,2012,11
ES-2014-JC1538548-41998,OFF-AR-3449,2014-12-25,2014-12-28,3,2014,12
MX-2013-AS1028539-41595,FUR-CH-5372,2013-11-17,2013-11-19,2,2013,11
IN-2015-BM1178527-42329,TEC-PH-3129,2015-11-21,2015-11-26,5,2015,11
ES-2014-DJ1342048-41980,OFF-BI-3257,2014-07-12,2014-08-12,1,2014,12
ES-2015-MG17650125-42232,FUR-BO-3617,2015-08-16,2015-08-18,2,2015,8
IN-2012-TH211151-41003,TEC-CO-4588,2012-04-04,2012-09-04,5,2012,4
ID-2014-TS2165559-41921,TEC-CO-3696,2014-09-10,2014-10-13,4,2014,10
ES-2015-DN13690120-42215,OFF-AR-5905,2015-07-30,2015-03-08,4,2015,7
IN-2015-EM1414011-42021,TEC-AC-5895,2015-01-17,2015-01-23,6,2015,1
CA-2012-BN11515140-41168,FUR-FU-4226,2012-09-16,2012-09-20,4,2012,9
IN-2013-JC1577558-41480,OFF-ST-4107,2013-07-25,2013-07-27,2,2013,7
SA-2015-MC7575110-42326,OFF-AR-6124,2015-11-18,2015-11-21,3,2015,11
US-2015-TZ2144518-42259,FUR-TA-3765,2015-12-09,2015-09-19,7,2015,9
JO-2012-SW1024567-41268,FUR-BO-5966,2012-12-25,2013-01-01,7,2012,12
MX-2014-DC1328518-41751,FUR-CH-5378,2014-04-22,2014-04-26,4,2014,4
MX-2014-ML1739528-41798,FUR-FU-5727,2014-08-06,2014-12-06,4,2014,6
IN-2012-AG10675102-41237,FUR-BO-5745,2012-11-24,2012-11-29,5,2012,11
IN-2014-BD1172592-41678,FUR-CH-5805,2014-08-02,2014-08-02,0,2014,2
MX-2014-PA1906082-41910,TEC-AC-5874,2014-09-28,2014-01-10,3,2014,9
MO-2012-LW721586-41244,TEC-CO-4774,2012-01-12,2012-02-12,1,2012,12
ES-2014-AS1009045-41905,FUR-BO-4865,2014-09-23,2014-09-27,4,2014,9
IZ-2015-TB1119061-42255,OFF-AP-4745,2015-08-09,2015-09-15,7,2015,9
ZA-2015-TS11205146-42062,FUR-CH-5409,2015-02-27,2015-03-03,4,2015,2
SF-2015-NP8685117-42089,OFF-ST-4260,2015-03-26,2015-03-30,4,2015,3
CA-2014-BN11515140-41779,FUR-FU-5418,2014-05-20,2014-05-25,5,2014,5
IN-2013-RH194957-41450,OFF-ST-4269,2013-06-25,2013-06-29,4,2013,6
MX-2013-LS1720026-41611,TEC-AC-3402,2013-03-12,2013-07-12,4,2013,12
TU-2015-TD10995134-42068,FUR-CH-4682,2015-05-03,2015-09-03,4,2015,3
IN-2014-JS1588027-41816,FUR-BO-3887,2014-06-26,2014-01-07,5,2014,6
LY-2015-SC1005074-42024,OFF-ST-4057,2015-01-20,2015-01-24,4,2015,1
IN-2015-AS1009027-42153,TEC-AC-5204,2015-05-29,2015-05-06,7,2015,5
CM-2014-AJ96022-41958,TEC-PH-3796,2014-11-15,2014-11-18,3,2014,11
CA-2012-BN11515140-41168,OFF-ST-4068,2012-09-16,2012-09-20,4,2012,9
ID-2012-MK18160118-41213,OFF-SU-4131,2012-10-31,2012-01-11,1,2012,10
US-2014-QJ1925555-41807,FUR-CH-4684,2014-06-17,2014-06-20,3,2014,6
ID-2015-TB214007-42322,TEC-AC-3391,2015-11-14,2015-11-16,2,2015,11
ID-2015-DK13090102-42026,FUR-TA-4706,2015-01-22,2015-01-26,4,2015,1
CG-2015-RD972033-42080,OFF-ST-4081,2015-03-17,2015-03-20,3,2015,3
MX-2012-GT1471039-40975,OFF-AP-4748,2012-07-03,2012-12-03,5,2012,3
IN-2015-SE20110113-42026,FUR-CH-5442,2015-01-22,2015-01-24,2,2015,1
CA-2012-BN11515140-40984,OFF-AR-5330,2012-03-16,2012-03-23,7,2012,3
IN-2015-SJ2021527-42182,FUR-CH-5394,2015-06-27,2015-06-27,0,2015,6
IN-2014-SM2095027-41928,TEC-MA-5021,2014-10-16,2014-10-21,5,2014,10
IN-2014-AB100157-41815,FUR-BO-5940,2014-06-25,2014-06-29,4,2014,6
MX-2015-BS1180018-42161,OFF-AP-4957,2015-06-06,2015-11-06,5,2015,6
IT-2015-NG1835548-42309,TEC-CO-4774,2015-01-11,2015-08-11,7,2015,11
ES-2013-KD1649548-41432,TEC-PH-3130,2013-07-06,2013-08-06,1,2013,6
ES-2013-AB10150120-41423,TEC-MA-5517,2013-05-29,2013-02-06,4,2013,5
ID-2014-RF197357-41675,TEC-PH-5350,2014-05-02,2014-09-02,4,2014,2
MX-2014-KH1669031-41929,FUR-BO-5959,2014-10-17,2014-10-21,4,2014,10
ID-2013-SC200507-41418,OFF-SU-4322,2013-05-24,2013-05-24,0,2013,5
MX-2014-SL2015593-41954,FUR-CH-4557,2014-11-11,2014-11-14,3,2014,11
IN-2012-VS218207-41006,TEC-PH-5339,2012-07-04,2012-12-04,5,2012,4
CA-2015-BN11515140-42360,OFF-AR-5294,2015-12-22,2015-12-26,4,2015,12
IN-2014-BT116807-41764,TEC-CO-5999,2014-05-05,2014-07-05,2,2014,5
CA-2014-BN11515140-41779,FUR-FU-3923,2014-05-20,2014-05-25,5,2014,5
MX-2013-TH2111518-41639,FUR-BO-3617,2013-12-31,2014-01-01,1,2013,12
ID-2014-BW1111059-41803,OFF-AP-3572,2014-06-13,2014-06-18,5,2014,6
ES-2015-CD1279048-42101,OFF-PA-5849,2015-07-04,2015-04-14,7,2015,4
CA-2014-BN11515140-41779,OFF-BI-5665,2014-05-20,2014-05-25,5,2014,5
ES-2015-RR1952548-42277,FUR-FU-6256,2015-09-30,2015-02-10,2,2015,9
ES-2014-RD19720139-41892,FUR-BO-5972,2014-10-09,2014-09-15,5,2014,9
ES-2013-JG1580564-41613,TEC-CO-4569,2013-05-12,2013-11-12,6,2013,12
ES-2014-GM14455120-41941,TEC-CO-6008,2014-10-29,2014-03-11,5,2014,10
ES-2015-AS10045139-42042,TEC-AC-5206,2015-07-02,2015-11-02,4,2015,2
ES-2015-CK1220564-42325,OFF-AR-3553,2015-11-17,2015-11-22,5,2015,11
CA-2015-BN11515140-42360,OFF-AR-5305,2015-12-22,2015-12-26,4,2015,12
JO-2015-PT909067-42367,OFF-AP-4737,2015-12-29,2016-02-01,4,2015,12
CA-2015-BT153023-42017,FUR-BO-4866,2015-01-13,2015-01-15,2,2015,1
BK-2012-EB375017-41244,FUR-FU-3030,2012-01-12,2012-06-12,5,2012,12
CA-2015-BT11530140-42062,TEC-PH-6313,2015-02-27,2015-01-03,2,2015,2
EG-2013-AH69038-41583,TEC-CO-3606,2013-05-11,2013-12-11,7,2013,11
IN-2014-PF19225102-41800,FUR-BO-3898,2014-10-06,2014-06-14,4,2014,6
