order_id,customer_id,sales,discount,profit,shipping_cost
ES-2012-MM1805548-41259,MM-1805548,748,0.1,282,62
IN-2014-TC2147558-41753,TC-2147558,286,0.0,19,62
CA-2014-BM11140140-41978,BM-111401406,40,0.0,19,4
ES-2015-AI10855139-42284,AI-10855139,799,0.0,167,61
IN-2014-CM1238558-41755,CM-1238558,395,0.0,71,61
CA-2012-BM11140140-41159,BM-111401402,9,0.2,2,1
ID-2014-AD1018059-41801,AD-1018059,548,0.07,253,61
IN-2013-NC1834058-41385,NC-1834058,228,0.0,86,61
ID-2014-MC176057-41887,MC-176057,804,0.1,-89,61
EG-2013-BF108038-41481,BF-108038,896,0.0,161,61
CA-2014-BM11140140-41978,BM-111401406,1,0.2,0,1
MX-2013-IG1508536-41376,IG-1508536,342,0.4,5,61
ID-2014-TN2104097-41738,TN-2104097,981,0.5,-176,61
IN-2014-PF1922521-41714,PF-1922521,218,0.0,30,61
ID-2013-RH1955559-41525,RH-1955559,1317,0.07,297,61
MX-2014-DK1322539-41802,DK-1322539,469,0.0,79,61
IR-2013-RD993060-41608,RD-993060,508,0.0,172,61
US-2012-JG1511582-41107,JG-1511582,701,0.2,-35,61
IN-2015-CS1217511-42238,CS-1217511,1012,0.0,171,61
ID-2013-JS1559559-41275,JS-1559559,627,0.27,-51,61
ID-2012-SW20245102-41100,SW-20245102,589,0.25,23,61
ES-2012-SA20830139-40998,SA-20830139,423,0.0,29,61
IN-2012-DK131507-41114,DK-131507,1415,0.1,0,61
YM-2013-DW3540145-41450,DW-3540145,370,0.7,-727,61
MX-2015-RD1993082-42182,RD-1993082,170,0.0,73,61
IN-2013-MK179057-41402,MK-179057,1490,0.3,170,61
IT-2015-JL1585048-42230,JL-1585048,221,0.1,-22,61
ES-2015-AT1073545-42241,AT-1073545,1518,0.1,252,61
ES-2013-BF1100545-41418,BF-1100545,459,0.0,100,61
CA-2012-BM11140140-41159,BM-111401402,32,0.2,6,1
SA-2012-RL9615110-41188,RL-9615110,518,0.0,67,61
CA-2013-BP11155140-41429,BP-111551404,989,0.0,395,74
ID-2015-AR105707-42290,AR-105707,339,0.1,0,61
IN-2015-TD2099527-42349,TD-2099527,217,0.0,108,61
AO-2015-BE14554-42223,BE-14554,668,0.0,300,61
CA-2014-BP11155140-41819,BP-111551406,275,0.0,121,58
MX-2014-BO1142582-41958,BO-1142582,328,0.2,-36,61
IN-2012-JS1603059-41271,JS-1603059,685,0.17,123,61
IN-2012-TS2161058-41150,TS-2161058,383,0.0,22,61
CA-2013-BP115523-41395,BP-115523,115,0.0,9,33
ID-2013-CC1268558-41583,CC-1268558,339,0.5,-305,61
CA-2014-BP11155140-41819,BP-111551406,121,0.0,20,19
MX-2012-JD1579082-41130,JD-1579082,796,0.2,69,61
ID-2013-JM152657-41598,JM-152657,450,0.1,-20,61
CA-2013-BP115523-41395,BP-115523,51,0.0,11,9
CA-2015-BP11155140-42280,BP-111551406,49,0.0,23,7
MW-2015-TS1143085-42220,TS-1143085,513,0.0,220,61
QA-2013-TC10980105-41324,TC-10980105,546,0.0,213,61
ID-2015-BD11620102-42232,BD-11620102,719,0.55,-143,61
ES-2014-JW1607548-41991,JW-1607548,701,0.1,-54,61
ES-2014-AF10885139-41642,AF-10885139,617,0.1,205,61
ES-2013-RA1994564-41584,RA-1994564,375,0.0,30,61
IN-2015-IG150857-42305,IG-150857,1038,0.1,149,61
ES-2013-JL1523564-41282,JL-1523564,1022,0.0,61,61
ES-2015-JB16000139-42088,JB-16000139,764,0.0,7,61
ES-2013-KB1658548-41531,KB-1658548,428,0.1,57,61
ES-2015-CM1219045-42094,CM-1219045,462,0.1,-46,61
IN-2015-CR1282058-42294,CR-1282058,476,0.0,47,61
TU-2012-LC6960134-41024,LC-6960134,412,0.6,-392,61
IN-2014-VT2170058-41804,VT-2170058,861,0.0,275,61
MX-2012-RK1930082-40988,RK-1930082,256,0.002,86,61
ES-2015-MW18235139-42173,MW-18235139,618,0.0,37,61
IN-2013-HM1486092-41636,HM-1486092,438,0.0,179,61
CA-2015-BP11155140-42005,BP-111551404,38,0.2,13,5
MX-2014-JR1567018-41689,JR-1567018,749,0.0,22,61
MX-2013-NS1864082-41362,NS-1864082,744,0.2,186,61
IN-2015-AB10015144-42045,AB-10015144,602,0.37,114,61
CA-2013-BP11155140-41429,BP-111551404,119,0.0,35,5
CA-2014-BP11155140-41819,BP-111551406,61,0.0,27,3
SF-2015-JM5655117-42175,JM-5655117,460,0.0,64,61
US-2015-BD1172555-42365,BD-1172555,533,0.402,-73,61
IN-2014-TC2129558-41676,TC-2129558,998,0.0,419,61
ES-2015-DL1333048-42165,DL-1333048,840,0.0,75,61
ID-2014-KN16390102-41725,KN-16390102,1028,0.35,-221,61
MX-2012-KH1636039-41208,KH-1636039,381,0.0,87,61
CA-2015-BP11155140-42196,BP-111551408,18,0.0,7,2
IT-2015-JW1522064-42108,JW-1522064,159,0.4,-58,61
ES-2012-JJ1544545-41153,JJ-1544545,1236,0.1,302,61
MX-2015-JD1589582-42042,JD-1589582,616,0.0,43,61
ES-2014-PA19060139-41695,PA-19060139,423,0.0,186,61
IT-2014-PS1897048-41857,PS-1897048,1026,0.0,430,61
IN-2015-PN187757-42139,PN-187757,488,0.0,180,61
CA-2014-BP11155140-41819,BP-111551406,7,0.0,3,1
IN-2013-ML1804078-41434,ML-1804078,366,0.0,36,61
IN-2015-ED1388558-42168,ED-1388558,1071,0.0,107,61
IR-2013-AH19560-41585,AH-19560,627,0.0,106,61
IR-2012-JC610560-41217,JC-610560,909,0.0,372,61
CA-2013-BP115523-41395,BP-115523,6,0.0,2,1
IN-2014-CM1181597-41870,CM-1181597,674,0.5,-40,61
IN-2014-AP1072027-41899,AP-1072027,1391,0.0,556,61
US-2015-BP11155140-42094,BP-111551406,5,0.7,-4,1
US-2014-RK1930098-41837,RK-1930098,308,0.4,-128,61
MX-2012-CJ1201039-41061,CJ-1201039,1502,0.2,413,61
MX-2014-RS1942082-41839,RS-1942082,663,0.002,111,61
CA-2014-BP11155140-41819,BP-111551406,8,0.0,2,1
CA-2015-BF11170140-42353,BF-111701406,1199,0.0,467,150
IN-2015-JF1549078-42334,JF-1549078,527,0.0,0,61
ID-2015-HM148607-42243,HM-148607,880,0.4,44,61
IN-2014-CS121757-41810,CS-121757,808,0.1,161,61
US-2014-GA145155-41941,GA-145155,349,0.7,-443,61
RS-2013-JS5685108-41440,JS-5685108,224,0.0,105,61
ES-2014-FA1423064-41736,FA-1423064,593,0.4,-296,61
MX-2013-TR2132518-41530,TR-2132518,1011,0.002,58,61
US-2015-DB1366098-42088,DB-1366098,332,0.4,-210,61
US-2013-CB1241555-41520,CB-1241555,204,0.4,-58,61
CA-2014-BF11170140-41670,BF-111701408,1270,0.0,635,107
IT-2015-CT1199545-42171,CT-1199545,426,0.15,-50,60
ES-2015-ER13855139-42300,ER-13855139,427,0.0,132,60
US-2012-BF11170140-41266,BF-111701404,818,0.2,51,95
IT-2015-MA1799548-42080,MA-1799548,344,0.1,-34,60
CA-2015-BF11170140-42353,BF-111701406,526,0.3,-52,75
ES-2015-SB20290139-42328,SB-20290139,933,0.0,27,60
IN-2015-DR1288078-42102,DR-1288078,736,0.0,265,60
ES-2013-DJ1351048-41451,DJ-1351048,622,0.0,80,60
IT-2013-EK1379548-41491,EK-1379548,571,0.1,215,60
ES-2014-PO1919544-41944,PO-1919544,990,0.0,475,60
ES-2015-RH19555139-42330,RH-19555139,674,0.1,217,60
CA-2012-BF11170140-41101,BF-111701404,249,0.0,44,52
CA-2012-BF11170140-41101,BF-111701404,255,0.2,28,40
IN-2013-BG110351-41545,BG-110351,427,0.0,4,60
ES-2014-PO1918048-41699,PO-1918048,370,0.1,115,60
UP-2012-RB9435137-41030,RB-9435137,266,0.0,117,60
JO-2015-PT909067-42367,PT-909067,687,0.0,185,60
US-2012-BF11170140-41266,BF-111701404,361,0.0,101,26
ES-2015-HA14905120-42245,HA-14905120,851,0.0,51,60
IT-2012-PL1892548-40949,PL-1892548,214,0.6,-220,60
US-2013-BF11170140-41420,BF-111701408,167,0.2,50,26
MX-2015-KT16465141-42301,KT-16465141,987,0.0,59,60
MX-2014-CS1249082-41808,CS-1249082,704,0.0,190,60
IN-2012-GH1442527-41258,GH-1442527,362,0.0,166,60
ES-2014-JK1537045-41640,JK-1537045,299,0.1,116,60
US-2013-BF11170140-41420,BF-111701408,153,0.2,53,17
CA-2013-BF11170140-41407,BF-111701402,222,0.2,16,13
ES-2013-SP2092048-41510,SP-2092048,404,0.1,89,60
ID-2012-PS18970118-40967,PS-18970118,311,0.5,-224,60
IN-2014-RB194657-41898,RB-194657,347,0.1,-11,60
IN-2012-GH1448558-41191,GH-1448558,1050,0.0,94,60
ES-2013-MH1745545-41432,MH-1745545,285,0.15,-6,60
UP-2012-RD9900137-40968,RD-9900137,1244,0.0,211,60
ES-2013-CS12130139-41601,CS-12130139,879,0.0,114,60
IN-2015-GD145907-42151,GD-145907,762,0.1,288,60
IN-2015-PL189257-42152,PL-189257,662,0.1,264,60
IT-2012-TP21565120-40954,TP-21565120,727,0.2,-81,60
MX-2014-JP1546082-41971,JP-1546082,450,0.2,118,60
TU-2014-DE3255134-41885,DE-3255134,558,0.6,-446,60
US-2014-NG1843082-41832,NG-1843082,1430,0.002,68,60
US-2014-AA1037582-41976,AA-1037582,347,0.4,-179,60
IN-2015-CK125957-42241,CK-125957,982,0.1,87,60
MX-2013-HG1502555-41394,HG-1502555,657,0.4,21,60
ES-2014-GD1459064-41908,GD-1459064,662,0.4,-386,60
ES-2013-KM1637545-41518,KM-1637545,765,0.1,314,60
CA-2014-BF11170140-41670,BF-111701408,125,0.0,58,13
IN-2015-CB1202558-42073,CB-1202558,1230,0.0,24,60
IN-2015-DP13000144-42308,DP-13000144,676,0.27,120,60
US-2013-KB1660055-41527,KB-1660055,396,0.4,-125,60
IT-2015-CA1231045-42223,CA-1231045,242,0.1,-13,60
MX-2015-GM1450018-42136,GM-1450018,508,0.002,192,60
US-2012-KB16315101-41207,KB-16315101,596,0.4,-79,60
MX-2015-MV1748518-42258,MV-1748518,870,0.0,295,60
ES-2015-BS1175545-42100,BS-1175545,327,0.15,34,60
IN-2013-CL1189027-41425,CL-1189027,346,0.5,-20,60
IN-2015-CS1250558-42173,CS-1250558,963,0.0,154,60
IN-2013-EJ14155130-41591,EJ-14155130,492,0.17,154,60
CA-2015-BF11170140-42353,BF-111701406,73,0.0,2,12
US-2012-BF11170140-41266,BF-111701404,173,0.2,17,10
MX-2014-HG1484536-41928,HG-1484536,764,0.2,0,60
US-2012-BF11170140-41266,BF-111701404,62,0.0,13,3
ES-2012-DB1306048-41171,DB-1306048,177,0.1,-5,60
CA-2014-BF11170140-41747,BF-111701408,36,0.2,4,3
ES-2015-MH17785139-42210,MH-17785139,1016,0.0,314,60
IN-2013-MH174407-41425,MH-174407,306,0.1,0,60
CA-2015-BF11170140-42353,BF-111701406,25,0.0,6,2
US-2014-MA1799536-41947,MA-1799536,706,0.4,-459,60
US-2014-BF11170140-41760,BF-111701402,22,0.6,-10,2
ES-2012-DB1361548-41136,DB-1361548,669,0.1,289,60
IT-2013-GG1465045-41475,GG-1465045,735,0.1,-32,60
ID-2013-AO1081059-41556,AO-1081059,786,0.47,-563,60
CM-2013-LP708022-41625,LP-708022,1250,0.0,12,60
IN-2014-NC185357-41731,NC-185357,517,0.1,109,60
ID-2013-JF1519059-41454,JF-1519059,529,0.17,76,60
IR-2014-BN151560-41795,BN-151560,1057,0.0,274,60
US-2012-BF11170140-41266,BF-111701404,23,0.0,5,2
TU-2012-PR8880134-41105,PR-8880134,267,0.6,-127,60
MX-2015-SD2048582-42242,SD-2048582,234,0.0,49,60
CA-2014-BF11170140-41747,BF-111701408,18,0.2,6,2
ID-2015-HJ148757-42229,HJ-148757,560,0.6,-210,60
IN-2012-DL1349558-41215,DL-1349558,880,0.0,0,60
ES-2012-EB1411048-40981,EB-1411048,230,0.1,20,60
CA-2015-BF11170140-42353,BF-111701406,17,0.0,8,2
US-2013-BF11170140-41420,BF-111701408,12,0.2,4,1
ES-2013-JB1600045-41306,JB-1600045,298,0.0,71,60
MX-2013-JO1528039-41530,JO-1528039,650,0.0,299,60
ES-2012-LR1703548-41245,LR-1703548,379,0.0,128,60
ES-2014-RP1985564-41815,RP-1985564,623,0.4,41,60
ES-2015-SC2009548-42272,SC-2009548,955,0.0,391,60
IN-2015-Co1264058-42326,Co-1264058,654,0.0,268,60
ES-2015-NW1840045-42179,NW-1840045,868,0.35,66,60
ID-2015-BV1124527-42232,BV-1124527,457,0.0,13,60
CA-2014-BF11170140-41954,BF-111701404,9,0.0,2,1
MX-2013-TS2134039-41354,TS-2134039,394,0.0,15,60
IT-2014-NS18640124-41894,NS-18640124,653,0.5,-457,60
ES-2012-JF15565139-41135,JF-15565139,168,0.0,64,60
IN-2013-MH180257-41443,MH-180257,328,0.1,51,60
GH-2013-RE945049-41500,RE-945049,816,0.0,212,60
IN-2015-KD164957-42286,KD-164957,1116,0.1,37,60
ES-2015-EH14125139-42230,EH-14125139,351,0.0,84,60
IN-2012-WB2185058-41178,WB-2185058,1022,0.0,40,60
IN-2014-DV1304558-41865,DV-1304558,333,0.0,126,60
PL-2014-TS11370103-41702,TS-11370103,637,0.0,70,60
US-2015-BF11170140-42070,BF-111701404,14,0.2,5,1
CA-2013-BF11170140-41407,BF-111701402,16,0.2,5,1
IN-2014-TM2149059-41786,TM-2149059,1094,0.07,270,60
IN-2015-LH16900130-42195,LH-16900130,363,0.27,-89,60
ES-2015-KN1645045-42269,KN-1645045,833,0.1,92,60
IN-2013-EB1397527-41347,EB-1397527,713,0.0,342,60
MO-2013-NK849086-41366,NK-849086,636,0.0,139,60
ES-2012-RH19510139-41075,RH-19510139,605,0.0,266,60
ID-2015-CG125207-42341,CG-125207,464,0.1,98,60
CA-2012-BF11170140-41011,BF-111701406,7,0.0,3,1
IT-2012-EM1409564-41116,EM-1409564,173,0.4,-69,60
AE-2014-EB4110138-41926,EB-4110138,224,0.7,-232,60
SA-2015-RB9705110-42030,RB-9705110,332,0.0,43,60
IN-2013-RW195407-41573,RW-195407,498,0.0,119,60
TU-2015-JD5895134-42367,JD-5895134,209,0.6,-209,60
IN-2013-CC121457-41531,CC-121457,515,0.0,108,60
TU-2014-AR510134-41845,AR-510134,537,0.6,-134,59
IT-2012-NC1841548-41217,NC-1841548,931,0.1,103,59
US-2014-AA10375101-41818,AA-10375101,189,0.7,-435,59
ES-2015-CM119358-42295,CM-119358,509,0.0,234,59
IN-2015-RF1934527-42007,RF-1934527,634,0.0,171,59
ES-2012-FM1421548-41005,FM-1421548,537,0.1,220,59
IN-2012-FW1439511-41196,FW-1439511,928,0.0,389,59
MX-2014-DK1283593-41951,DK-1283593,549,0.0,203,59
US-2013-BF11170140-41420,BF-111701408,18,0.2,5,1
IN-2014-KL1655592-41857,KL-1655592,711,0.0,263,59
ES-2014-LR16915120-41900,LR-16915120,573,0.0,137,59
ID-2015-NS18505144-42075,NS-18505144,735,0.27,201,59
ID-2014-CC1237059-41912,CC-1237059,553,0.07,249,59
IN-2015-JK1537059-42054,JK-1537059,341,0.07,80,59
US-2012-BF11170140-41266,BF-111701404,20,0.0,0,1
ES-2015-BF109758-42250,BF-109758,779,0.0,31,59
CA-2015-BP11185140-42244,BP-111851406,1119,0.2,209,212
IN-2013-DW1358558-41532,DW-1358558,716,0.0,250,59
ID-2013-EM140657-41411,EM-140657,365,0.1,48,59
EG-2012-VM1183538-41201,VM-1183538,808,0.0,177,59
SF-2014-TH11115117-41689,TH-11115117,849,0.0,144,59
ES-2014-EB1384048-41786,EB-1384048,1062,0.0,265,59
CA-2013-BP11185140-41514,BP-111851402,1099,0.2,82,164
ES-2012-SN20560139-41208,SN-20560139,590,0.0,259,59
IN-2015-TP2141521-42269,TP-2141521,512,0.0,0,59
IN-2014-AB100157-41815,AB-100157,477,0.1,169,59
ID-2015-RF19345102-42249,RF-19345102,695,0.25,-167,59
MX-2015-NC1834039-42165,NC-1834039,519,0.002,217,59
MX-2012-CP1234031-41034,CP-1234031,187,0.0,16,59
ES-2013-MR1754548-41583,MR-1754548,304,0.0,109,59
IN-2013-SJ205007-41488,SJ-205007,331,0.1,88,59
MX-2014-SJ2012539-41908,SJ-2012539,548,0.0,180,59
IN-2015-DK1315011-42298,DK-1315011,648,0.0,265,59
CA-2014-BP11185140-41895,BP-111851404,466,0.2,52,69
IN-2015-RS1942027-42270,RS-1942027,927,0.0,64,59
ID-2014-KH1636059-41941,KH-1636059,469,0.17,67,59
IZ-2015-KM672061-42020,KM-672061,674,0.0,303,59
ES-2015-EM1381064-42291,EM-1381064,1072,0.0,182,59
MX-2013-SC2084582-41636,SC-2084582,582,0.2,218,59
MX-2012-DS1303018-41235,DS-1303018,269,0.0,123,59
ID-2015-NM18445118-42073,NM-18445118,292,0.5,-81,59
IN-2015-JB1600027-42185,JB-1600027,385,0.0,126,59
US-2014-MC175905-41845,MC-175905,238,0.402,-24,59
US-2012-MO1750082-40962,MO-1750082,157,0.2,0,59
MX-2014-AS1009018-41809,AS-1009018,447,0.002,178,59
IN-2013-FG1426058-41509,FG-1426058,439,0.0,61,59
IN-2014-RM1975059-41762,RM-1975059,1154,0.17,417,59
ES-2014-FM1438064-41880,FM-1438064,434,0.0,160,59
US-2015-BP11185140-42349,BP-111851404,324,0.0,38,24
IN-2013-AB1001558-41284,AB-1001558,1039,0.0,301,59
ID-2013-AA1064559-41277,AA-1064559,142,0.17,48,59
MX-2014-NP1868582-41814,NP-1868582,286,0.2,42,59
ES-2012-LS17230139-41234,LS-17230139,142,0.0,41,59
ES-2014-JR162108-41916,JR-162108,437,0.0,65,59
ID-2012-RR195257-41088,RR-195257,460,0.1,132,59
IN-2013-CV1229559-41522,CV-1229559,313,0.17,86,59
ID-2015-CC1214597-42287,CC-1214597,538,0.5,-506,59
PL-2015-LB6735103-42214,LB-6735103,489,0.0,97,59
IN-2014-BT1168078-41817,BT-1168078,551,0.0,215,59
ES-2012-CB12415139-41132,CB-12415139,597,0.0,184,59
ID-2015-TB214007-42344,TB-214007,1654,0.1,165,59
MX-2013-SE2011028-41435,SE-2011028,495,0.0,99,59
ID-2013-AF108707-41317,AF-108707,593,0.1,-39,59
ES-2015-DL1331548-42351,DL-1331548,311,0.0,102,59
IT-2014-LC1688545-41860,LC-1688545,762,0.0,304,59
CA-2014-BP11185140-41997,BP-111851402,141,0.3,-14,22
MX-2015-DP1316593-42293,DP-1316593,207,0.0,101,59
IS-2015-PB921063-42062,PB-921063,585,0.0,0,59
RS-2013-BP1050108-41317,BP-1050108,530,0.0,26,59
ES-2015-CD1192045-42367,CD-1192045,400,0.1,13,59
IN-2012-FO1430578-40949,FO-1430578,304,0.0,2,59
US-2015-VB2174598-42318,VB-2174598,718,0.402,-314,59
CA-2013-BP11185140-41514,BP-111851402,103,0.3,-16,12
IN-2014-KH1633058-41828,KH-1633058,641,0.0,179,59
ES-2015-AH10210120-42267,AH-10210120,734,0.2,247,59
ES-2012-CC12685139-41169,CC-12685139,517,0.0,160,59
CA-2015-BP11185140-42368,BP-111851404,101,0.0,37,11
ES-2012-HP14815139-40992,HP-14815139,149,0.0,35,59
US-2014-MH1745518-41912,MH-1745518,388,0.6,-330,59
IT-2015-LW17125139-42314,LW-17125139,538,0.3,-146,59
ES-2015-ME1732064-42253,ME-1732064,351,0.4,-93,59
US-2014-AG102705-41965,AG-102705,418,0.402,-148,59
ES-2013-MN1793548-41466,MN-1793548,906,0.0,235,59
IN-2013-MF1825027-41507,MF-1825027,847,0.0,194,59
MX-2014-AG1076536-41768,AG-1076536,1213,0.202,-216,59
SF-2012-AB255117-41228,AB-255117,288,0.0,89,59
ES-2015-AA10645139-42109,AA-10645139,483,0.0,57,59
ID-2015-DM1334559-42279,DM-1334559,475,0.07,-15,59
IN-2014-EB1384027-41891,EB-1384027,372,0.0,167,59
AL-2014-GA45152-41749,GA-45152,182,0.0,40,59
IR-2014-DM352560-41668,DM-352560,642,0.0,154,59
US-2015-BP11185140-42349,BP-111851404,49,0.0,4,7
AG-2013-CP23403-41422,CP-23403,589,0.0,93,59
CA-2015-BP11185140-42244,BP-111851406,12,0.2,3,4
SA-2013-SU10665110-41605,SU-10665110,694,0.0,340,59
CA-2014-BP11185140-41643,BP-111851406,104,0.7,-80,4
ES-2014-JS1588096-41777,JS-1588096,240,0.0,45,59
IN-2015-RW1963066-42048,RW-1963066,352,0.0,165,59
SA-2014-SJ10125110-41944,SJ-10125110,1122,0.0,67,59
ID-2012-AG10330102-41240,AG-10330102,871,0.55,-387,59
CA-2015-BP11185140-42349,BP-111851404,65,0.2,22,2
IN-2013-JM1526527-41389,JM-1526527,315,0.0,47,59
IN-2014-AB100157-41941,AB-100157,367,0.1,151,59
CA-2014-BP11185140-41895,BP-111851404,15,0.2,3,2
MX-2014-NZ1856531-41983,NZ-1856531,1176,0.0,0,59
IN-2015-AH1007558-42338,AH-1007558,641,0.0,179,59
MX-2015-TZ2144551-42331,TZ-2144551,484,0.0,58,59
US-2015-BP11185140-42349,BP-111851404,18,0.0,5,2
IT-2015-OT1873091-42077,OT-1873091,615,0.2,-69,59
ES-2013-SP2092048-41510,SP-2092048,866,0.0,138,58
MX-2012-TZ2144582-41165,TZ-2144582,597,0.002,64,58
ES-2013-JP16135120-41489,JP-16135120,720,0.0,21,58
MX-2014-RB1979582-41902,RB-1979582,755,0.002,225,58
CA-2014-BP11185140-41895,BP-111851404,6,0.2,2,1
IR-2013-LW699060-41576,LW-699060,262,0.0,23,58
ES-2012-MM180558-41098,MM-180558,1057,0.0,412,58
US-2013-BP11185140-41357,BP-111851408,6,0.2,0,1
MX-2012-CJ1201082-41076,CJ-1201082,327,0.0,42,58
CA-2014-BP11185140-41643,BP-111851406,4,0.2,0,1
IN-2014-MZ1751558-41775,MZ-1751558,707,0.0,297,58
IT-2014-DL13495120-41985,DL-13495120,1019,0.0,264,58
IT-2015-ME18010124-42235,ME-18010124,256,0.5,-251,58
CA-2015-BP11185140-42349,BP-111851404,19,0.2,7,1
IN-2015-RD1958558-42010,RD-1958558,511,0.0,30,58
ID-2013-KB16315118-41422,KB-16315118,990,0.2,-173,58
ID-2015-HZ14950102-42112,HZ-14950102,1451,0.15,-256,58
IN-2015-SS2051527-42035,SS-2051527,316,0.0,117,58
MX-2012-KN1645031-41076,KN-1645031,960,0.0,278,58
CA-2014-BP11185140-41895,BP-111851404,15,0.2,1,1
MX-2015-LC1688582-42329,LC-1688582,346,0.4,-207,58
EG-2015-DJ363038-42116,DJ-363038,148,0.0,66,58
MX-2014-MS1736539-41780,MS-1736539,492,0.0,211,58
CA-2012-BW11200140-41132,BW-112001404,806,0.2,50,94
ES-2012-SC2080048-41032,SC-2080048,379,0.0,26,58
IT-2014-GH14410120-41835,GH-14410120,154,0.0,44,58
IN-2015-ME173207-42361,ME-173207,381,0.1,139,58
ES-2013-MN17935139-41339,MN-17935139,993,0.5,-397,58
IN-2013-KM162257-41395,KM-162257,384,0.1,12,58
SF-2014-LT6765117-41755,LT-6765117,437,0.0,210,58
CA-2014-BW11200140-41940,BW-112001406,427,0.1,80,30
MX-2014-AS1024031-41815,AS-1024031,773,0.002,99,58
IT-2013-NH1861048-41485,NH-1861048,885,0.1,-88,58
MX-2015-KC1654036-42316,KC-1654036,751,0.2,56,58
IT-2014-JG1580548-41861,JG-1580548,455,0.0,4,58
US-2015-AG10330143-42167,AG-10330143,209,0.402,-7,58
ES-2015-DO1343545-42082,DO-1343545,453,0.0,117,58
ES-2015-HA14920120-42218,HA-14920120,604,0.0,217,58
ES-2015-IM1505545-42098,IM-1505545,380,0.1,143,58
MX-2014-LP1708031-41971,LP-1708031,513,0.0,77,58
MX-2014-BF1097518-41839,BF-1097518,489,0.0,92,58
CA-2014-BW11200140-41940,BW-112001408,290,0.0,75,25
ID-2013-GZ1454559-41369,GZ-1454559,328,0.17,-59,58
IN-2012-HA1490527-41188,HA-1490527,740,0.3,21,58
MX-2015-LD1700582-42320,LD-1700582,652,0.002,129,58
CA-2012-BW11200140-41132,BW-112001404,85,0.0,31,12
MX-2015-SK1999018-42252,SK-1999018,284,0.002,22,58
CA-2014-BW11200140-41940,BW-112001406,40,0.0,12,1
ID-2015-MP17965144-42008,MP-17965144,327,0.27,-76,58
MX-2015-AS1009093-42178,AS-1009093,493,0.0,64,58
ES-2013-NG1843045-41468,NG-1843045,241,0.1,5,58
ID-2012-BB1099097-41003,BB-1099097,676,0.2,-76,58
ID-2014-AS102407-41912,AS-102407,183,0.1,55,58
ID-2013-LO1717059-41434,LO-1717059,594,0.17,-28,58
ES-2013-KL16645139-41515,KL-16645139,876,0.0,227,58
ES-2014-GZ1454545-41907,GZ-1454545,460,0.1,-5,58
MX-2015-NF1838582-42087,NF-1838582,379,0.0,174,58
MX-2015-CR1282093-42305,CR-1282093,1600,0.0,368,58
ES-2012-BF1100545-41248,BF-1100545,1234,0.1,370,58
MX-2015-JS1588082-42171,JS-1588082,560,0.0,61,58
MX-2015-AG1030082-42367,AG-1030082,328,0.0,147,58
ID-2014-DM129557-41914,DM-129557,954,0.4,-413,58
US-2014-QJ1925555-41807,QJ-1925555,289,0.4,-135,58
IN-2014-DK1309059-41802,DK-1309059,243,0.27,-6,58
CG-2014-JF556533-41676,JF-556533,1582,0.0,680,58
CA-2014-BW11200140-41940,BW-112001406,9,0.2,3,1
ES-2013-BS11755120-41406,BS-11755120,508,0.0,203,58
IN-2013-MF1825027-41623,MF-1825027,448,0.0,40,58
IN-2014-BF110807-41976,BF-110807,540,0.1,108,58
IT-2014-CL12565124-41954,CL-12565124,953,0.7,-1557,58
ID-2012-PM19135102-41250,PM-19135102,852,0.35,-170,58
MX-2015-BP1115536-42327,BP-1115536,606,0.202,28,58
IN-2015-BE1145558-42342,BE-1145558,398,0.0,15,58
MX-2015-TC2153551-42216,TC-2153551,876,0.0,359,58
ID-2015-LC169607-42290,LC-169607,724,0.4,-84,58
IT-2015-CL1256545-42326,CL-1256545,710,0.1,-7,58
US-2015-BW11200140-42164,BW-112001402,12,0.8,-18,1
HU-2012-ER385557-40918,ER-385557,154,0.0,54,58
ID-2014-TB2125059-41973,TB-2125059,220,0.17,39,58
IN-2012-AH1019558-41263,AH-1019558,220,0.0,110,58
ES-2015-AA10645139-42109,AA-10645139,597,0.0,101,58
IN-2012-BE1145527-41206,BE-1145527,195,0.0,68,58
UP-2015-LH7155137-42242,LH-7155137,272,0.0,57,58
ES-2012-MA1756064-40927,MA-1756064,145,0.0,43,58
TZ-2013-SG10080129-41524,SG-10080129,573,0.1,229,58
ES-2015-PR1888045-42143,PR-1888045,283,0.15,43,58
TZ-2015-TB11175129-42153,TB-11175129,380,0.1,143,58
MX-2013-JK1573031-41325,JK-1573031,265,0.0,39,58
MX-2015-BM1114018-42101,BM-1114018,339,0.0,50,58
MD-2015-AP91583-42277,AP-91583,303,0.0,33,58
IN-2014-CJ1187559-41984,CJ-1187559,262,0.07,101,58
IT-2014-PF1916548-41997,PF-1916548,356,0.1,0,58
IN-2014-LS1697558-41989,LS-1697558,589,0.0,212,58
IN-2014-CK122057-41933,CK-122057,975,0.1,119,58
ES-2012-DJ88887148-41231,DJ-88887148,158,0.0,6,58
US-2012-MG1820536-41195,MG-1820536,700,0.202,-80,58
IN-2014-DK13375113-41996,DK-13375113,498,0.0,74,58
ES-2012-BS1138045-41065,BS-1138045,236,0.0,82,58
IN-2013-CC12670144-41593,CC-12670144,229,0.37,3,58
IN-2013-PS187607-41402,PS-187607,1145,0.0,228,58
IN-2013-JW152207-41355,JW-152207,511,0.6,-191,58
IN-2013-PK1891058-41567,PK-1891058,369,0.0,84,58
